gene	head	arms	legs	pelvis	fn	ls	frak	oto	heel	height	prop	fn2stu	ls2stu	fa2stu	thalamus	caudate	putamen	pallidum	hippocampus	amygdala	accumbens	chr	gene_start	gene_end
BRCA1	0.85147	2.8783	2.0659	1.8716	3.7341	1.1275	2.1031	0.92381	3.4425	1.2844	4.2565	-0.027124	0.43287	1.2741	1.0536	3.9344	-0.6279	-1.2653	1.1616	0.09086	2.5691	17	41196312	41277500
NBR1	0.73809	2.919	2.0434	1.909	3.978	1.164	2.1417	1.0652	3.4762	0.67283	4.4631	0.18276	0.51146	1.0319	0.85111	3.7964	-0.73166	-1.5057	1.0969	-0.097623	2.4828	17	41322498	41363707
TMEM106A	0.74205	2.9599	2.0018	1.955	4.0843	1.231	2.1571	0.71417	3.571	1.3296	4.6249	0.094889	0.49645	0.92956	0.46395	3.4949	-1.1652	-1.2225	1.0595	0.151	2.2878	17	41363865	41372061
ARL4D	1.711	2.914	2.6355	3.5145	3.2565	2.2185	3.0611	0.019214	5.8031	4.8882	4.9389	1.4564	1.9374	1.4405	-0.73172	3.1421	-0.97183	0.50475	1.5219	0.6998	1.736	17	41476353	41478504
DHX8	-0.157	0.34076	-0.23498	0.17913	0.29407	0.58001	2.3262	-0.52818	3.2128	5.057	2.2003	-0.46821	0.4711	-0.78745	-1.0997	0.57123	0.32962	1.0585	1.2771	0.34077	0.51043	17	41561330	41604185
ETV4	2.2116	0.86905	1.8269	1.8854	1.0018	0.69501	1.5058	-0.068936	2.836	7.4718	2.5607	0.22387	0.95651	-0.55082	-1.4567	0.9556	1.0195	1.694	1.8338	-0.1723	-0.18566	17	41605211	41623800
MEOX1	1.3162	0.35576	0.71187	1.7873	2.0407	-0.18529	4.4283	0.93962	7.5606	3.3623	2.7313	2.3974	1.5998	-0.15789	-0.75143	-1.6729	1.0189	0.14905	-0.43527	-0.35087	-0.51531	17	41717757	41739262
SOST	1.5382	2.7923	3.015	3.933	3.1974	2.4168	4.5922	0.31262	7.629	7.8019	0.98187	3.123	2.5759	1.854	1.5526	0.056483	-0.22088	0.13907	0.26496	-0.44535	-0.063769	17	41831099	41836156
C17orf105	1.5702	2.7887	2.9439	3.9077	3.0984	2.3913	4.5895	0.2298	6.1094	7.8019	0.94649	3.0798	2.5614	1.8246	1.4103	0.11426	-0.10533	0.23278	0.22099	-0.48355	-0.20056	17	41857803	41862054
DUSP3	0.94395	2.2375	2.214	3.115	2.0452	1.6273	4.2483	0.13731	6.1094	8.2609	0.022015	2.3832	1.9105	1.2842	0.59126	0.20311	-0.051964	0.038216	-0.061488	0.036916	-0.33316	17	41843489	41856368
MPP3	0.6161	1.9791	1.4076	2.8002	1.1942	1.1565	2.793	0.80976	6.6185	8.1677	1.028	1.3249	1.2266	0.24056	-0.34858	0.36262	-1.0419	0.31971	-0.62699	0.95554	-0.78193	17	41878167	41910547
CD300LG	1.0609	2.4519	1.8849	3.2792	1.5609	1.3707	2.5787	1.0553	6.3639	7.9624	1.7558	1.2638	1.3705	0.31279	-0.41933	0.15055	-1.4971	0.46443	-0.2842	0.81805	-0.94428	17	41924145	41940997
MPP2	2.2819	2.9827	3.2541	3.7115	2.6653	1.0598	3.5064	1.7463	8.2553	4.3284	4.463	1.7911	0.77227	-0.41747	1.0371	-0.69282	-0.5756	-1.3243	0.76308	-0.55575	0.57239	17	41952727	41987079
PPY	1.9501	1.9946	1.8392	2.9657	2.0687	1.1526	3.2553	0.8984	6.8996	4.5547	3.9247	0.93506	1.0464	-0.39077	3.568	0.29753	-0.5896	-0.062139	-0.39033	-1.0142	0.1341	17	42018172	42019833
PYY	1.574	1.16	1.3514	3.048	2.994	0.67699	4.0929	0.95422	8.0069	6.6795	5.9183	3.9676	1.6618	-0.70683	3.6818	1.7406	-0.34601	0.92247	0.074512	-0.23746	-0.43507	17	42030101	42081837
NAGS	0.75577	0.77315	1.0568	2.8427	3.1786	0.44926	3.3502	0.56095	7.0143	6.6415	5.0254	4.0086	1.5219	-0.59564	3.3602	1.599	-0.09673	0.94076	-0.39813	-0.19845	-0.29189	17	42082032	42086436
TMEM101	1.1559	-0.043006	0.70381	2.1281	2.7229	-0.090245	4.2892	1.3321	7.4386	5.8575	6.3947	4.9898	1.8306	-0.22319	2.4838	2.0368	-0.20267	1.0828	0.84527	0.68505	-0.81403	17	42088556	42100519
LSM12	2.1391	0.55501	1.953	3.5064	3.8725	0.62745	6.6135	2.2425	7.2312	5.3504	7.6548	5.7486	2.3743	0.045894	2.0099	1.858	0.6299	0.90133	0.55453	-0.13566	-0.67286	17	42112003	42144987
G6PC3	1.6114	0.2368	1.1411	2.3268	2.7043	0.20105	5.4661	2.4198	6.9014	4.9882	7.4044	5.0001	1.9446	0.51068	1.9757	2.0538	0.098398	0.69136	0.73072	0.1792	-0.44764	17	42148098	42153712
HDAC5	2.5724	0.068072	1.7279	3.4014	3.8196	0.52167	7.838	1.9811	7.8115	3.8957	7.3006	6.1094	3.4745	0.71605	2.5246	0.33191	1.3965	0.55149	0.60349	-1.4981	-0.39171	17	42154121	42201014
C17orf53	1.7616	-0.5296	-0.90776	1.1	1.7478	0.012224	6.7724	1.4201	7.8502	3.2083	7.9257	5.6789	3.8069	1.1092	2.6843	0.21829	1.4128	0.6341	0.61921	-1.1216	-0.31569	17	42219274	42239844
ASB16	1.5374	-0.19858	-0.64916	1.0596	1.2629	0.49852	6.5361	1.3658	7.1773	2.4177	7.4233	5.4276	3.7756	1.131	2.64	0.098585	1.3187	0.64851	0.65893	-0.67289	-0.47675	17	42248074	42256650
TMUB2	2.1328	0.63374	0.086143	1.6911	2.1654	0.98071	6.4864	1.3208	7.2628	2.6993	6.1094	5.4421	3.8817	1.1763	2.6709	0.34516	1.3035	0.67372	0.73758	-1.0181	-0.58718	17	42264300	42269099
ATXN7L3	4.4857	1.3968	1.4029	2.6729	3.1802	1.1851	5.7685	1.3403	6.1094	2.3797	7.7039	5.4339	3.793	1.1581	2.5085	-1.4353	0.60519	1.1602	1.0527	-1.2448	-0.63994	17	42269173	42275747
UBTF	4.6339	1.2733	1.4876	2.6107	3.2798	1.121	4.2875	1.3486	6.1094	1.8207	7.462	4.8175	3.2566	0.6621	2.2401	-1.4263	0.23793	1.216	0.87259	-1.4008	-0.63401	17	42282401	42298994
SLC4A1	2.566	0.69389	0.65319	1.7385	2.0519	0.62404	3.3316	2.44	7.415	7.2471	7.726	3.1746	1.1629	1.4479	1.7526	-0.34347	0.042769	0.40593	1.3567	-0.94623	1.0299	17	42325758	42351654
RUNDC3A	1.6335	1.0495	0.28183	1.105	0.49082	0.37082	1.4163	1.7763	4.0354	3.9703	2.4523	0.36833	-1.2349	1.0904	1.1632	-0.46232	-1.0511	-0.4374	1.7	-0.50033	0.95444	17	42385786	42396039
SLC25A39	1.5541	1.3217	1.2804	1.4569	0.73022	0.46349	0.52947	1.047	4.5328	2.1481	3.8366	-0.25692	0.0072037	0.2367	1.7137	1.3576	-0.15498	0.27375	1.1972	-0.15554	0.52829	17	42396993	42402217
GRN	1.5546	1.3473	1.3192	1.4698	0.73546	0.47146	0.43201	1.0733	4.6489	2.6657	3.9141	-0.30718	-0.038192	0.28587	1.7278	1.5084	-0.34758	0.37266	1.1705	-0.12821	0.6397	17	42422491	42430474
FAM171A2	0.40231	-0.36166	-0.25889	-0.59592	0.30405	-0.98878	0.074585	0.93038	5.7307	4.0549	3.8967	0.34744	0.67281	1.6213	1.5745	3.1259	0.47177	1.643	1.3614	-0.25988	1.3191	17	42431101	42441235
ITGA2B	0.40865	-0.5133	-0.1275	-0.51988	0.41667	0.27541	1.2681	0.72824	5.6734	3.0647	2.4714	1.363	1.0329	1.9634	1.9887	2.1529	-0.48893	1.4623	1.4117	-0.42805	0.98549	17	42449550	42466873
GPATCH8	0.70066	-0.32221	-0.15616	-0.59866	0.082273	0.85631	1.2483	-0.0096569	4.5257	2.5685	2.233	1.5942	1.1751	1.9386	2.0933	2.1749	-0.24733	1.2956	1.1761	-0.96444	0.28589	17	42472645	42580957
FZD2	0.091346	1.8148	0.87218	0.6431	-0.93616	0.82516	1.3485	0.54439	4.3813	7.5117	4.6154	0.71589	1.4741	1.0553	2.8245	3.3024	-0.28997	1.2279	1.7153	-1.5681	-0.12803	17	42634812	42638630
C17orf104	1.0767	0.36862	-1.1224	0.3461	0.43117	0.37202	1.7005	0.4667	3.3229	7.849	1.7404	1.3635	1.2473	-0.10828	-0.53417	2.025	0.28253	1.7492	0.02554	-0.39068	1.0192	17	42733762	42755673
CCDC43	0.67005	0.56385	-1.0195	-0.073488	0.069269	1.3369	2.0107	0.45279	6.1936	7.9826	3.6119	1.311	1.3969	-0.035854	0.77831	0.37182	0.41894	1.832	0.20855	-0.44606	0.67172	17	42754805	42767355
DBF4B	0.29198	0.2796	-1.2939	-0.46626	0.024998	0.99374	1.7887	0.37045	6.0379	7.8759	3.7993	0.95064	1.2541	0.2813	0.74433	0.47015	0.3591	1.747	-0.19318	-0.54999	0.6432	17	42785976	42829637
ADAM11	0.14683	-0.24196	-1.2263	-0.19948	0.64062	0.407	1.4328	-0.22273	4.6927	8.1939	3.7737	0.56276	1.6021	1.2592	0.72613	0.65638	0.09598	1.2457	-0.067071	-0.17304	0.40154	17	42836405	42859214
GJC1	1.4046	1.1013	0.36477	1.2086	0.81006	0.063782	1.67	0.7614	4.8001	7.0998	1.4125	2.0493	2.4295	1.4723	1.3589	0.65765	0.021548	1.8632	0.72953	-0.078978	0.8352	17	42875816	42908179
HIGD1B	1.4162	1.2471	0.52642	1.4261	0.82232	0.13357	1.6527	0.29204	4.6221	8.2837	1.2176	2.1608	2.3874	1.4315	1.421	0.69145	-0.12411	2.0161	0.89926	-0.0073578	0.79318	17	42923721	42927848
EFTUD2	1.9116	1.3015	0.9191	0.96481	1.3607	-0.16319	1.0574	1.235	3.4777	7.6987	2.114	1.4481	2.2695	1.0506	2.0663	0.46697	0.26372	1.7987	0.35391	0.064539	1.9345	17	42927655	42976993
CCDC103	1.9575	1.0677	0.97586	0.86971	1.4262	-0.0088449	1.0283	1.3889	2.7415	7.791	1.4064	1.2611	2.1017	1.1382	1.9896	0.85221	-0.061455	1.5601	0.11936	-0.12829	1.943	17	42977080	42983541
GFAP	1.9842	1.96	1.0465	1.35	1.5253	0.30591	0.30925	0.96904	3.9145	8.5925	2.8468	1.7754	2.3583	0.44032	2.5069	-0.055406	1.3157	1.9325	0.14713	0.15154	2.1916	17	42982994	42992920
KIF18B	1.8197	2.5552	0.96733	1.3971	1.1363	0.61007	1.03	0.79512	5.0564	7.9017	4.3288	1.5352	1.89	-0.41937	2.394	-0.71894	1.9607	1.6129	0.058652	-0.021772	2.303	17	43002079	43025079
C1QL1	1.5209	2.3397	0.77082	1.1922	1.1132	0.28037	2.353	2.0932	5.278	7.5205	4.5326	1.3725	1.5544	-0.74572	1.0466	0.32553	1.9726	1.3271	-0.10719	-1.4045	2.1039	17	43037061	43045644
DCAKD	0.022686	0.91471	0.14225	0.0010361	1.029	0.35374	3.2359	3.3772	7.2018	6.1094	6.3985	0.77182	2.1548	0.0089476	1.5271	1.26	0.038724	0.84559	-0.049736	-1.9566	1.8682	17	43100706	43138473
NMT1	-0.22645	0.78543	0.29996	-0.036366	1.2651	0.30981	3.7036	3.2871	7.4642	6.1094	5.9288	0.67669	2.2537	-0.14682	1.4112	1.4022	0.13975	0.66909	-0.080924	-1.4073	1.7541	17	43138322	43186384
ACBD4	0.31345	0.66355	0.0082616	0.15334	1.26	-0.037099	4.3878	1.339	7.7935	6.1094	6.4829	1.3101	1.7769	-0.22249	3.3579	1.0794	-0.2364	1.0982	0.61432	-0.10651	2.0866	17	43209967	43221548
PLCD3	0.59312	0.67705	-0.0060444	0.31876	1.0388	0.14276	4.3941	0.87928	7.8019	7.7516	6.0026	1.7384	1.8106	-0.21813	3.45	1.0846	-0.27408	0.90069	0.55176	0.06603	1.9752	17	43189008	43209891
HEXIM1	0.7899	0.72499	-0.59182	0.1419	0.40262	-0.054204	3.9821	0.1472	6.8136	6.1094	5.4164	1.8169	1.4418	-0.16284	3.629	0.60761	-0.75265	0.95641	0.92568	0.32761	2.0111	17	43224684	43229468
HEXIM2	1.0314	0.35968	-0.20489	0.26488	0.026421	0.65646	3.4766	-0.17778	5.9971	7.7643	4.4215	1.847	1.4568	-0.52916	3.3079	0.94636	-0.62771	0.71919	1.0168	0.057883	1.4053	17	43237502	43247406
FMNL1	1.3585	0.16514	-0.21791	0.68238	-0.3178	-0.61493	1.0516	0.29355	4.3699	7.48	3.7237	0.80905	1.834	0.10954	2.2462	0.99538	-1.0101	-0.95225	2.2921	-2.1966	0.32573	17	43299192	43324685
SPATA32	0.35154	0.3784	0.80312	-0.23946	-0.86218	-0.68129	1.2061	-0.038213	3.5441	5.4153	1.7044	0.4563	0.55191	-1.3622	2.1987	-0.35838	0.51471	0.2841	0.016588	-0.64544	0.54412	17	43331760	43339479
MAP3K14	-0.014167	1.0666	1.0183	0.33395	-0.16269	-0.44051	1.9579	-0.43964	4.1034	7.2402	4.3829	-0.4596	0.75978	-1.9354	2.6704	-0.029218	0.57927	0.21779	-0.08022	-0.74594	0.67605	17	43340488	43394414
ARHGAP27	1.114	1.9781	1.8774	2.6388	-0.70519	3.01	3.5157	1.8515	7.7254	8.1475	7.5349	-0.49244	2.4138	-0.11515	4.6884	1.0822	-1.0757	1.3729	1.361	-1.9805	4.8047	17	43471268	43510282
PLEKHM1	1.2617	2.2359	2.0822	2.7423	-0.73861	3.0464	3.611	1.4658	7.4331	7.5561	7.5479	-0.22295	2.4285	0.11328	5.5367	1.4605	-1.2588	1.5865	1.8543	-1.802	5.071	17	43513266	43568146
CRHR1	-0.0080119	1.5995	1.6443	1.5836	-0.29541	2.3392	4.7924	1.9776	7.6257	7.8098	7.0169	1.5495	3.4004	0.21841	6.0261	2.1762	-1.252	2.7154	2.0151	0.48039	5.9093	17	43697710	43913194
SPPL2C	0.52006	1.0195	1.494	1.3824	0.20142	2.2182	4.5189	1.9262	7.8884	7.7912	7.684	1.7653	3.9108	0.41423	5.8175	1.923	-1.3442	2.6506	1.9892	0.5052	5.6958	17	43922256	43924438
MAPT	0.29391	1.8511	2.6292	3.2678	1.1693	3.3464	4.5283	2.091	7.2325	6.1094	7.0843	1.809	3.5789	0.50996	5.9077	2.0491	-1.0883	2.5685	1.9886	0.59274	5.7482	17	43971702	44105700
STH	-0.37127	1.1653	2.0336	2.5283	1.1056	2.4207	4.6979	2.0431	7.0526	8.1048	6.878	1.9029	3.5882	0.48762	5.9416	2.0704	-0.46013	2.617	1.9987	0.68921	5.7464	17	44076616	44077060
KANSL1	0.094344	1.6459	2.0542	2.2382	0.80864	2.8159	4.8635	2.2963	7.7381	7.6116	7.3206	1.9885	3.5891	0.37715	6.2208	2.2489	-1.2857	2.682	2.1206	0.70723	6.0257	17	44107282	44302740
LRRC37A	-0.23758	1.9763	2.3958	2.9703	0.64796	2.911	4.8278	2.2258	6.1094	7.0094	6.739	1.6624	3.2923	0.19463	6.0458	2.2008	-1.1733	2.6793	2.0628	0.63302	5.9503	17	44316744	44415160
ARL17B	-0.22076	-1.1065	-1.7606	-0.31564	-0.46879	-0.20842	4.8063	2.3163	7.8411	6.3183	7.0778	1.5826	3.2992	0.18019	5.9028	2.1767	-1.1707	2.6407	1.9445	0.49724	5.7946	17	44351550	44439416
LRRC37A2	1.147	-0.95852	0.058187	0.40592	0.34513	0.46044	2.2049	3.6846	-1.1127		7.8967	-1.0405	1.2551	0.64265	4.0081	1.2809	-1.9711	1.278	1.6476	0.21374	4.0176	17	44587323	44633016
ARL17A	1.147	-0.95852	0.058187	0.40592	0.34513	0.46044	2.3263	3.7163	1.1693		7.72	-1.14	1.166	0.60537	3.4448	0.91345	-1.5628	1.0217	1.1543	0.32845	3.6944	17	44577184	44657155
NSF	0.18941	-0.81276	-0.24809	0.3969	-1.2602	0.18626	4.6718	2.3308	6.7908	7.7021	6.1094	2.4041	4.1138	0.31104	5.6746	1.6973	-2.222	1.865	1.3356	-0.13845	5.6702	17	44668035	44834830
WNT3	2.4942	0.2004	0.44823	1.4942	1.6479	1.798	3.7014	1.9321	6.3997	7.6972	7.1351	1.1835	2.9742	1.0746	5.9078	1.5373	0.1314	1.4972	1.8452	-1.1628	5.5886	17	44839872	44896126
WNT9B	2.1489	0.68072	1.1842	1.9497	1.4404	2.1667	-1.0289	1.1953	3.1647	6.1094	3.9711	-1.7788	-1.1794	1.7577	1.9565	-1.944	0.98552	0.31497	0.98762	-1.4176	1.0264	17	44928952	44964096
GOSR2	-0.075969	-0.26701	0.57545	0.77255	-0.35145	0.45566	-1.1866	1.0777	0.032706	6.6304	4.6163	-1.1305	-0.32706	3.8149	2.241	-0.95526	0.56975	-0.26983	-0.27879	0.60031	-0.9791	17	45000486	45044366
RPRML	1.0439	0.36962	2.31	0.65302	-1.9911	0.80788	-2.9381	0.56955	-0.085382	3.6833	5.1839	-0.79885	0.12467	3.0741	3.1211	0.91526	1.4261	0.0055155	2.0765	0.19	-0.7676	17	45055522	45056614
CDC27	-0.59607	-0.78787	-0.095099	-0.66536	-0.46521	-0.80804	-0.25476	0.97578	2.0104	7.5246	1.764	-2.4563	0.20173	2.1564	1.5948	-1.4018	0.013743	-0.55574	0.4353	0.197	0.34681	17	45195310	45266665
MYL4	-0.52969	-0.74987	0.14057	-0.63008	-0.5427	-0.76689	-0.24966	1.1678	2.2019	7.0877	2.1341	-2.2617	0.40838	2.0423	1.8491	-0.9971	-0.058861	-0.73832	0.72768	0.17924	0.5016	17	45266728	45301045
ITGB3	0.16573	-1.2106	0.79132	0.60526	0.51067	1.2348	0.13625	-0.28742	1.0055	6.1094	2.2302	0.87182	0.36058	1.1983	2.7103	-0.46809	-2.1884	-0.087531	0.71372	0.49444	0.57778	17	45331208	45390077
EFCAB13	0.47523	0.45634	0.48437	0.44851	-0.30637	1.6491	1.2401	1.0503	2.1118	7.5933	2.2108	0.72129	-0.67404	0.25339	2.4747	0.59744	0.05987	-1.4157	-0.43234	-0.040032	-0.38064	17	45401327	45518678
NPEPPS	-0.51619	0.25769	1.1046	-0.27714	1.0398	0.60801	-1.2463	1.1857	1.7191	6.1094	2.7843	-0.38687	-1.5865	-0.97486	2.562	1.6548	0.50296	-0.40501	0.084129	1.7407	-0.36301	17	45600316	45700642
KPNB1	-0.11807	0.71501	0.90537	0.41923	0.87458	1.0222	-1.0843	1.1707	1.6199	7.4701	2.762	-0.84437	-1.0218	-0.47177	2.9793	1.6297	0.40466	-0.87312	0.50119	1.5349	-0.037739	17	45726861	45762037
TBKBP1	-0.014346	0.7554	0.46791	0.33609	0.54229	1.0094	-0.86649	1.2743	1.8349	6.1094	2.7279	-0.37733	0.53989	-0.23728	3.306	1.4853	-0.039231	-0.51062	0.6785	1.0385	0.13561	17	45771441	45789429
TBX21	-0.69899	0.38266	-0.32016	-0.083415	-0.45701	0.45424	0.71415	1.1951	1.7991	7.5825	3.256	0.19663	0.16312	1.0184	3.0647	1.122	-0.87015	-0.014977	0.44751	0.57313	-0.11807	17	45810610	45823485
LRRC46	1.2111	0.77579	-0.28843	-0.5279	-0.40737	-0.65035	0.19005	-0.50416	1.6953	7.7999	2.844	-0.18777	-1.7566	0.63965	-0.2132	0.095853	0.63232	-0.88912	-0.76383	-0.623	-0.16679	17	45908993	45915079
OSBPL7	1.1235	0.78132	-0.23504	-0.25338	-0.23875	-0.5988	0.14811	-0.66188	1.5352	7.8419	2.7939	-0.065185	-1.5479	0.44808	-0.81679	0.064258	0.52376	-1.1995	-0.83453	-0.45762	-0.38011	17	45884733	45899169
MRPL10	1.2305	0.2369	-0.25562	-0.57272	-0.38474	-0.49665	0.23136	-1.0863	1.3243	6.1094	2.8889	-0.32223	-1.4836	0.3871	-0.79646	-0.34194	0.51569	-1.0822	-0.64529	-0.27916	-0.62225	17	45900638	45908907
SCRN2	1.537	0.4576	0.23251	-0.43804	-0.061046	-0.13808	0.51777	-1.256	1.291	7.7536	3.2181	0.01805	-1.197	0.58246	-0.73142	-0.43541	0.19607	-1.3179	-0.11255	0.14539	-0.50472	17	45915047	45918699
SP6	1.8772	1.0043	1.5426	-0.020793	0.74884	0.068671	0.4537	-1.503	1.0569	7.9014	4.1027	0.40015	-1.0375	0.35896	-1.004	-0.46877	0.44132	-1.2531	0.10434	0.4741	0.33892	17	45922280	45933240
SP2	1.7308	1.5942	1.8525	0.08136	0.83411	-0.10087	0.37942	-2.2156	2.21	6.6157	4.6218	0.035555	-0.86474	0.62093	-0.19498	-0.60581	0.32396	-1.2636	0.80821	1.0291	0.77404	17	45973516	46006323
PNPO	1.6199	1.4326	2.0137	0.52925	0.60226	0.11423	0.79802	-1.6208	3.5363	7.845	4.1927	-0.6162	-0.94914	0.92202	-0.42928	-1.3308	-0.27913	-2.0822	0.91519	1.3742	0.45398	17	46018889	46026674
CDK5RAP3	3.9099	1.5786	3.3168	1.1646	1.5027	1.3817	2.0221	-0.84309	2.9162	8.3013	3.8405	-0.28782	-1.1121	0.41051	-1.4307	-1.5744	0.50226	-2.4611	0.92275	1.2757	0.89279	17	46047894	46059152
PRR15L	4.0198	1.5343	3.4076	1.2725	1.61	1.476	2.121	-0.6491	2.8362	7.854	3.5644	-0.24326	-1.1032	0.42496	-1.444	-1.4556	0.67493	-2.4053	0.98539	1.1424	0.88519	17	46029333	46035252
NFE2L1	1.9866	0.17781	2.6347	1.5183	0.41439	0.83905	3.2132	-0.33984	7.212	7.2105	5.5638	0.30084	0.69275	0.47736	-0.21705	-0.20515	1.7699	-0.1657	-1.1409	0.69776	-0.29317	17	46125686	46138907
COPZ2	1.8244	-0.020067	2.5329	1.4506	0.45043	0.80327	3.0573	-0.09942	7.0248	7.6662	5.5975	0.41786	0.69	0.50054	-0.050379	-0.16029	1.6795	0.012728	-0.70344	0.7767	-0.13063	17	46103533	46120908
CBX1	1.6371	-1.1007	2.1967	1.3076	0.42773	0.58086	1.8145	0.43474	5.624	6.1094	5.8918	0.54267	0.63525	0.55575	0.23849	-0.056058	1.4502	0.26253	-0.76495	1.3219	-0.045362	17	46147414	46178883
SNX11	1.7347	-1.3891	2.2207	1.3056	0.47969	0.5661	1.8438	0.48574	5.5742	7.4336	5.9127	0.58228	0.63075	0.56575	0.0011165	-0.061766	1.384	0.18057	-0.81865	1.3106	-0.0087387	17	46184911	46200109
SKAP1	1.0759	-0.63345	1.2741	-0.50261	-1.455	-0.56067	2.0158	-0.71536	3.9467	6.1094	2.9948	-0.43299	-0.0064621	-0.90328	0.27941	-0.099664	-0.43432	-0.91116	0.93437	2.164	-0.05037	17	46210802	46507596
HOXB1	3.5429	0.027143	2.6441	0.029827	1.0695	0.65475	2.4756	0.28129	1.6565	6.0102	3.8963	-0.29489	-2.2444	-0.38188	-0.21098	0.60597	-0.070394	-0.75498	0.073132	0.20299	-0.99284	17	46606807	46608272
HOXB2	3.7916	-0.018268	2.7689	0.21368	1.0166	0.74685	2.2053	0.50698	2.1177	8.0486	4.4075	0.0038407	-1.5329	-0.39627	0.33856	0.62638	-0.053831	-1.1194	0.24573	0.442	-0.86781	17	46620017	46622393
HOXB3	3.6573	0.93119	2.9198	0.5852	0.92252	0.70688	2.3777	0.3191	3.1405	8.2132	5.3314	-0.90002	-0.54231	0.73397	0.16849	0.13926	-0.92574	-1.7217	-0.28065	1.5702	-0.61081	17	46626232	46667634
HOXB4	3.3211	0.84571	2.7571	0.75006	0.44482	0.42862	2.3464	0.46666	3.0346	7.8714	4.9561	-0.80466	-0.066571	1.4625	0.44806	0.29841	-0.64377	-1.365	-0.21282	1.5752	-0.39933	17	46652869	46655743
HOXB5	3.1784	1.2676	2.7954	0.85843	0.92275	0.67361	2.0762	0.18246	3.1751	7.7447	5.5613	-1.5329	-0.042319	1.1593	-0.28852	-0.16635	-1.3603	-1.5819	-0.5125	1.9635	-0.3163	17	46668619	46671103
HOXB6	3.2342	1.2074	2.8212	0.71232	1.0663	0.6273	2.0553	0.28957	3.0162	6.1094	5.7532	-1.2303	-0.049207	0.97175	-0.56096	0.29529	-1.5639	-1.2825	-0.50949	1.9249	-0.11053	17	46673099	46682343
HOXB7	3.125	1.3277	2.7235	0.57874	1.197	0.73943	1.7639	0.61975	2.6716	6.1094	5.4028	-1.4285	-0.14511	1.0174	-0.86336	0.37582	-1.7888	-1.2039	-1.0998	1.7828	-0.0025832	17	46684594	46688383
HOXB8	3.2122	1.1953	2.7031	0.48916	1.1907	0.80606	1.7793	0.57315	2.6873	7.857	5.334	-1.3708	-0.13238	0.8952	-0.91141	0.44795	-1.7543	-1.1604	-1.134	1.6667	0.10628	17	46689708	46692474
HOXB9	3.2803	1.3954	2.2626	0.052193	1.5827	0.46958	1.6101	0.45893	2.4647	7.8833	5.0961	-1.1983	-0.3035	0.45201	-1.2537	0.2684	-2.0312	-1.1799	-1.31	1.7398	0.19982	17	46698518	46703835
LOC101060400	2.9133	1.1652	1.4627	-0.62424	0.61394	0.18753	1.4262	0.19917	1.9656	8.0814	5.1358	-1.1956	0.1373	0.53637	-1.467	0.3381	-1.9614	-0.38412	-1.4374	1.2178	0.50515	17	46712166	46724875
PRAC2	4.3215	1.0245	0.36826	-0.65024	0.39644	-0.17451	1.6471	-0.65623	0.31682	7.9294	3.2958	-1.5938	0.21151	1.7284	0.52058	0.34788	-0.98117	0.28371	-0.70449	0.95514	0.98579	17	46800542	46802119
PRAC1	3.9519	1.2774	-0.013089	-0.67784	0.39208	-0.34812	1.7092	0.49782	0.24486	7.8366	1.4137	-1.2184	0.4667	1.4896	0.36583	0.6471	0.43018	0.15532	-1.1121	0.3284	1.3565	17	46799081	46799882
HOXB13	3.7701	1.2517	0.047847	-0.7493	0.10185	-0.42149	1.9228	1.0636	0.16173	6.1094	1.4983	-1.2936	0.15819	1.2499	0.4376	0.94144	0.57695	0.43743	-1.1577	1.6626	1.3798	17	46802125	46806111
TTLL6	-0.13617	-0.034116	-0.42356	-1.4895	-1.6664	-1.2051	2.9482	1.1181	0.56404	6.1094	1.56	-0.61274	0.66028	-0.17373	-1.686	0.45534	-0.55372	1.583	0.96882	1.5343	0.84457	17	46839593	46894469
CALCOCO2	-0.26039	-0.55469	-0.83141	-1.734	-1.1129	-2.3766	1.9904	-0.011308	0.89481	6.1094	1.8178	0.043112	-0.057935	-0.37397	-1.7782	-0.18768	-0.29568	1.8373	0.3751	0.85268	1.2209	17	46908350	46942607
ATP5G1	-0.28567	-0.1872	-0.0050006	-0.36403	-0.062867	-0.064788	1.613	-0.10797	0.68673	7.0677	0.66124	0.47489	-0.79648	-0.098967	-1.6266	0.17171	0.69677	2.8832	1.311	1.3773	1.0254	17	46970148	46973233
UBE2Z	-0.57377	-0.29061	-0.086862	0.021784	0.024042	0.35621	1.7147	0.46162	1.2393	6.1094	0.046967	0.45652	-0.81017	0.46589	-0.93083	-0.56885	0.7213	2.7245	1.637	1.7153	0.46196	17	46985731	47006422
SNF8	-0.27848	-0.12091	0.026971	-0.09488	-0.018012	0.80349	1.2391	0.73471	1.5462	6.4687	1.2066	0.30959	-0.55889	0.50143	-0.10713	-1.4773	0.45734	2.703	1.7463	1.4538	0.33261	17	47007458	47022484
GIP	-0.22006	-0.25569	-0.27605	-0.61067	-0.31527	0.5072	1.1308	0.75227	1.8157	6.5732	2.3292	0.15654	-0.38779	0.45779	0.64856	-2.2109	0.23917	2.3721	1.9846	1.0762	0.24798	17	47035918	47045955
IGF2BP1	0.76393	-0.19479	0.34169	-0.72337	-0.58662	-0.17444	2.0699	0.017033	2.4965	6.1094	3.9311	0.39511	-0.28017	-0.13782	1.7299	0.10309	-0.98399	0.76891	3.0006	0.36368	-0.46362	17	47074774	47133507
