gene	head	arms	legs	pelvis	fn	ls	breadth	peak	min_z	specificity	layer	chr	gene_start	gene_end
UBASH3A	1.2657	0.98199	0.86553	0.49493	-0.85178	1.2411	0	1.2657	-0.85178	0.024599999999999955	rest	21	43823971	43867790
RSPH1	1.4459	0.78942	0.42734	2.0013	0.39382	0.9075	1	2.0013	0.39382	0.5554000000000001	rest	21	43892596	43916417
SLC37A1	1.4904	1.8169	1.5337	2.4113	0.98449	2.0265	2	2.4113	0.98449	0.38480000000000025	rest	21	43919742	44001550
PDE9A	0.63236	-0.5762	-0.53321	0.66864	-0.395	-0.56383	0	0.66864	-0.5762	0.03627999999999998	rest	21	44073862	44195619
WDR4	0.73553	0.32947	-1.0816	0.16378	0.44475	0.48259	0	0.73553	-1.0816	0.25294	rest	21	44263190	44299699
NDUFV3	0.69204	0.053984	-1.3002	-0.029348	0.19049	0.44376	0	0.69204	-1.3002	0.24828	rest	21	44313378	44329773
PKNOX1	-0.09138	-0.072893	-1.1431	-0.66093	-0.12028	0.20843	0	0.20843	-1.1431	0.281323	rest	21	44394643	44453688
CBS	1.1976	0.64766	-0.48308	1.6155	0.78996	0.9584	0	1.6155	-0.48308	0.41789999999999994	rest	21	44473301	44496472
U2AF1	0.08062	0.54454	0.85237	0.03447	-0.91695	-0.17798	0	0.85237	-0.91695	0.30782999999999994	rest	21	44513066	44527716
CRYAA	-0.27649	0.19986	0.54639	1.339	1.4191	1.4779	0	1.4779	-0.27649	0.05879999999999996	rest	21	44589141	44592915
SIK1	0.49026	0.46436	-0.50016	0.76827	-1.0006	-0.090577	0	0.76827	-1.0006	0.27801000000000003	rest	21	44834395	44847002
HSF2BP	0.64448	0.36551	1.4503	2.7534	0.39142	1.307	1	2.7534	0.36551	1.3031000000000001	rest	21	44949066	45079380
RRP1B	0.66394	0.48813	1.3236	2.6138	0.41964	1.3123	1	2.6138	0.41964	1.2901999999999998	rest	21	45079432	45115960
PDXK	0.35595	0.15619	0.95894	2.1951	-0.41853	1.3359	1	2.1951	-0.41853	0.8592	rest	21	45138978	45182188
RRP1	2.1057	0.54043	2.5796	1.9932	0.41941	1.3353	2	2.5796	0.41941	0.4739	rest	21	45209418	45223983
CSTB	2.3035	0.67567	2.7342	2.2262	0.60265	1.036	3	2.7342	0.60265	0.43069999999999986	rest	21	45193546	45196256
AGPAT3	2.7496	1.173	1.6166	1.6612	1.0175	0.28755	1	2.7496	0.28755	1.0884	rest	21	45285116	45407475
TRAPPC10	0.58108	0.36719	1.3614	1.3776	0.89727	-0.52578	0	1.3776	-0.52578	0.016199999999999992	rest	21	45432206	45526433
PWP2	1.3068	-0.33057	1.5139	1.2783	1.4662	-1.6463	0	1.5139	-1.6463	0.047700000000000076	rest	21	45527208	45551063
C21orf33	0.66995	1.4017	1.2353	0.82426	1.1174	-1.7303	0	1.4017	-1.7303	0.16639999999999988	rest	21	45553476	45622835
ICOSLG	-0.49129	1.59	0.21121	0.38077	0.52378	0.4767	0	1.59	-0.49129	1.06622	rest	21	45642874	45660881
DNMT3L	0.076198	1.6582	0.59265	0.54302	1.0954	0.039422	0	1.6582	0.039422	0.5628	rest	21	45666222	45682099
AIRE	0.25081	1.3229	0.51178	0.64109	0.83539	-0.47909	0	1.3229	-0.47909	0.48751	rest	21	45705721	45718102
PFKL	0.11844	1.3441	0.21149	0.40016	0.27734	-1.313	0	1.3441	-1.313	0.94394	rest	21	45719925	45747261
TRPM2	0.64269	-1.0885	-0.74398	-0.78206	-2.188	-0.12803	0	0.64269	-2.188	0.77072	rest	21	45770046	45862964
C21orf2	1.4216	0.038837	-1.5254	-1.4213	-1.3538	-2.822	0	1.4216	-2.822	1.382763	rest	21	45748827	45759285
LRRC3	-0.6036	-0.52661	0.3512	0.61125	-0.88555	1.3672	0	1.3672	-0.88555	0.75595	rest	21	45875393	45878739
TSPEAR	0.29955	-0.46653	0.97511	1.0542	0.79376	-0.38578	0	1.0542	-0.46653	0.07909	rest	21	45917775	46131495
KRTAP10-1	-2.5388	-0.48163	-0.89539	-1.8773	0.67738	-1.3775	0	0.67738	-2.5388	1.1590099999999999	rest	21	45959068	45960078
KRTAP10-4	-3.0276	-0.41901	-0.89255	-1.7631	0.6307	-1.521	0	0.6307	-3.0276	1.0497100000000001	rest	21	45993606	45994987
KRTAP10-2	-2.8983	-0.28329	-0.90193	-1.7578	0.68236	-1.3618	0	0.68236	-2.8983	0.9656499999999999	rest	21	45970240	45971388
KRTAP10-3	-2.7797	-0.1327	-1.1471	-1.5327	0.60372	-0.94826	0	0.60372	-2.7797	0.7364200000000001	rest	21	45977906	45978643
KRTAP10-7	-1.9008	-0.16983	-0.91052	-1.4917	-1.2049	-1.2321	0	-0.16983	-1.9008	0.74069	rest	21	46020497	46022091
KRTAP10-5	-1.6158	-0.38921	-0.8402	-1.2405	-1.0846	-1.1403	0	-0.38921	-1.6158	0.45098999999999995	rest	21	45999564	46000481
KRTAP10-8	-1.2404	-1.0648	-0.90032	-1.095	-0.50972	-1.0409	0	-0.50972	-1.2404	0.39060000000000006	rest	21	46031996	46032871
KRTAP10-6	-1.0265	-1.2699	-0.76666	-0.97203	-0.42364	-0.97067	0	-0.42364	-1.2699	0.34302	rest	21	46011149	46012386
KRTAP10-9	0.81945	-0.50968	1.3555	1.5867	0.35071	0.85361	0	1.5867	-0.50968	0.23120000000000007	rest	21	46047040	46048295
KRTAP10-10	1.0396	-0.018159	1.5093	1.6252	0.6891	1.0172	0	1.6252	-0.018159	0.11589999999999989	rest	21	46057273	46058372
KRTAP10-11	1.1201	0.047181	1.3855	1.3998	0.57462	0.7925	0	1.3998	0.047181	0.01429999999999998	rest	21	46066331	46067567
KRTAP12-3	1.0526	-0.12353	1.3133	1.2981	0.55889	0.64824	0	1.3133	-0.12353	0.01519999999999988	rest	21	46077849	46078258
KRTAP12-4	0.7206	-0.49913	1.1044	1.164	0.63709	-0.024345	0	1.164	-0.49913	0.059599999999999875	rest	21	46074130	46074576
KRTAP12-2	0.63773	-0.38779	1.1519	1.2671	0.76337	-0.13283	0	1.2671	-0.38779	0.11519999999999997	rest	21	46086106	46086844
KRTAP10-12	0.60514	-0.27134	1.2332	1.3332	0.94567	-0.19323	0	1.3332	-0.27134	0.09999999999999987	rest	21	46117087	46117959
KRTAP12-1	0.74891	0.10189	1.3021	1.4737	1.2143	-0.25149	0	1.4737	-0.25149	0.17159999999999997	rest	21	46101491	46102078
UBE2G2	-0.60968	1.0144	0.080386	-0.48532	-0.078272	0.62208	0	1.0144	-0.60968	0.39232	rest	21	46188495	46221751
SUMO3	-0.24764	1.6142	0.43371	0.30177	0.4528	1.3105	0	1.6142	-0.24764	0.3037000000000001	rest	21	46225532	46238044
PTTG1IP	0.62634	0.86521	0.10307	0.54165	-0.18624	1.5159	0	1.5159	-0.18624	0.65069	rest	21	46269500	46294487
ITGB2	2.2646	-0.81999	-0.72007	0.093995	0.96977	1.7444	1	2.2646	-0.81999	0.5202000000000002	rest	21	46305864	46348753
FAM207A	2.1918	-1.0436	-1.0841	-0.15412	1.3935	1.5866	1	2.1918	-1.0841	0.6052000000000002	rest	21	46359918	46396891
ADARB1	1.1255	-1.2844	-1.366	-2.5999	0.27923	-0.27612	0	1.1255	-2.5999	0.84627	rest	21	46494493	46646478
POFUT2	0.47879	-0.87814	-1.5404	-2.0802	0.015907	-0.66091	0	0.47879	-2.0802	0.462883	rest	21	46683843	46707811
COL18A1	1.2841	1.503	1.7019	2.4928	0.7462	1.6591	1	2.4928	0.7462	0.7908999999999999	rest	21	46825058	46933634
SLC19A1	-1.3311	0.53008	0.3645	1.1836	-0.22854	0.33973	0	1.1836	-1.3311	0.65352	rest	21	46934629	46983045
PCBP3	-0.38028	-1.5801	-2.4053	-0.027604	-1.1614	-2.1544	0	-0.027604	-2.4053	0.352676	rest	21	47268023	47362368
COL6A1	-0.40661	-1.9325	-1.7307	-0.34157	0.50098	0.12334	0	0.50098	-1.9325	0.37764	rest	21	47401663	47424963
COL6A2	-0.31537	0.037464	1.6807	0.14631	-0.033775	2.5062	1	2.5062	-0.31537	0.8255000000000001	rest	21	47518033	47552763
FTCD	1.1104	0.1572	0.7401	-0.35006	0.31802	1.6188	0	1.6188	-0.35006	0.5084	rest	21	47556065	47575499
SPATC1L	1.583	-0.67519	-0.21657	-1.1002	-0.41183	-0.83911	0	1.583	-1.1002	1.79957	rest	21	47581062	47605167
LSS	1.872	-0.73691	-0.69955	-1.3383	-0.84577	-0.51372	0	1.872	-1.3383	2.38572	rest	21	47608360	47648738
MCM3AP	1.8871	-0.42543	-0.67859	-1.0439	-1.0912	-0.66055	0	1.8871	-1.0912	2.3125299999999998	rest	21	47655047	47706211
YBEY	1.9133	-0.3633	-0.66797	-1.3024	-1.2945	-0.70248	0	1.9133	-1.3024	2.2766	rest	21	47706250	47733020
PCNT	1.0109	-0.57185	-0.2107	-0.057212	0.35146	-1.447	0	1.0109	-1.447	0.6594399999999999	rest	21	47743976	47865682
C21orf58	0.57892	-0.66759	-0.28019	-0.39601	0.16633	-1.3953	0	0.57892	-1.3953	0.41259	rest	21	47720344	47743813
DIP2A	1.6105	-0.55163	-1.7889	0.027923	-0.99858	-0.51138	0	1.6105	-1.7889	1.5825770000000001	rest	21	47878862	47989926
S100B	-0.13755	-1.0498	-0.54108	0.4068	-1.1825	-1.291	0	0.4068	-1.291	0.54435	rest	21	48018531	48025035
PRMT2	0.61706	-1.1903	-0.25383	-0.0040415	-1.0911	-1.643	0	0.61706	-1.643	0.6211015000000001	rest	21	48055507	48085155
CCT8L2	-1.8624	-0.51413	-0.15326	-0.6972	0.76187	0.056809	0	0.76187	-1.8624	0.705061	rest	22	17071648	17073700
XKR3	1.5254	1.1692	2.1031	2.0038	1.8813	0.72853	2	2.1031	0.72853	0.09929999999999994	rest	22	17264302	17302584
GAB4	-0.61441	-1.1307	-0.95672	-0.10112	0.67591	0.20386	0	0.67591	-1.1307	0.47204999999999997	rest	22	17442826	17489112
IL17RA	1.325	-0.11029	0.29307	0.13969	1.2272	-0.55435	0	1.325	-0.55435	0.09779999999999989	rest	22	17565849	17596584
CECR6	0.83408	-0.41384	0.76331	1.1181	2.0314	0.70054	1	2.0314	-0.41384	0.9133	rest	22	17597189	17602257
CECR5	0.28338	-0.18177	0.41932	0.92684	1.7256	0.097303	0	1.7256	-0.18177	0.79876	rest	22	17618410	17646177
CECR1	0.41818	-0.5146	-0.094161	0.10373	0.84324	-1.0461	0	0.84324	-1.0461	0.42506	rest	22	17659681	17702744
CECR2	-0.77719	-0.61608	-0.31997	-1.2313	-0.69669	-0.5252	0	-0.31997	-1.2313	0.20523000000000002	rest	22	17956630	18033845
SLC25A18	0.12839	-1.5397	-0.1941	-1.4271	-1.801	-0.95986	0	0.12839	-1.801	0.32249	rest	22	18043030	18073651
LOC101929372	1.3595	-0.21617	0.057208	-1.2406	-1.7992	-0.41426	0	1.3595	-1.7992	1.302292	rest	22	18062923	18071972
ATP6V1E1	1.4007	-0.30541	-0.20363	-1.0522	-1.0356	-0.78441	0	1.4007	-1.0522	1.60433	rest	22	18074902	18111588
BCL2L13	0.92926	-0.39526	-0.87514	-1.2154	-0.62182	-0.92963	0	0.92926	-1.2154	1.32452	rest	22	18111621	18213621
BID	1.0058	-0.62041	-0.27645	-1.0664	-0.67329	-0.43975	0	1.0058	-1.0664	1.28225	rest	22	18216906	18257431
MICAL3	0.068254	0.015324	1.8121	0.15473	0.72307	-1.0636	0	1.8121	-1.0636	1.0890300000000002	rest	22	18270415	18507325
PEX26	-0.62658	0.10589	0.83379	0.32236	1.632	-1.202	0	1.632	-1.202	0.7982099999999999	rest	22	18560686	18573797
TUBA8	0.24841	-1.3156	-0.2948	-0.086042	0.32418	-1.3331	0	0.32418	-1.3331	0.07577000000000003	rest	22	18593453	18614498
USP18	-0.24919	-0.74046	-0.97756	-1.4933	-0.30769	-0.89283	0	-0.24919	-1.4933	0.058500000000000024	rest	22	18632758	18660164
LOC100996415	-0.54528	0.25584	0.0096511	0.010423	0.18923	-0.92994	0	0.25584	-0.92994	0.06661	rest	22	18660793	18685204
DGCR6	0.79794	0.093658	-0.26897	-1.1575	0.3231	0.74457	0	0.79794	-1.1575	0.05337000000000003	rest	22	18893736	18899601
PRODH	0.54503	0.16596	-0.010875	-1.4571	-0.56035	0.22702	0	0.54503	-1.4571	0.31801	rest	22	18900206	18924066
DGCR2	1.6187	1.449	1.8135	0.91404	0.049655	1.7075	0	1.8135	0.049655	0.10599999999999987	rest	22	19023795	19109967
TSSK2	1.8046	1.6818	2.0446	1.1877	0.10908	1.8158	1	2.0446	0.10908	0.2287999999999999	rest	22	19118321	19120136
DGCR14	1.2683	1.5307	1.6993	1.3475	0.18784	1.9801	0	1.9801	0.18784	0.28079999999999994	rest	22	19117792	19132190
GSC2	-0.35095	0.55814	0.33936	1.0373	0.41289	1.1701	0	1.1701	-0.35095	0.1327999999999998	rest	22	19136504	19137796
SLC25A1	-1.0456	0.78574	0.81272	1.0928	0.56817	1.6934	0	1.6934	-1.0456	0.6006	rest	22	19163088	19166338
CLTCL1	-1.0916	0.46132	0.1447	0.48293	0.50387	1.1825	0	1.1825	-1.0916	0.6786300000000001	rest	22	19166986	19279247
HIRA	0.20869	0.35981	-0.50039	-0.3194	-0.12411	-0.77744	0	0.35981	-0.77744	0.15112000000000003	rest	22	19318221	19419247
MRPL40	0.84077	0.0661	0.028517	-0.10365	0.25367	-0.9299	0	0.84077	-0.9299	0.5871	rest	22	19419302	19423600
C22orf39	0.36696	0.89698	0.057382	0.34863	0.23426	-0.58578	0	0.89698	-0.58578	0.5300199999999999	rest	22	19428409	19435755
UFD1L	-0.23117	0.62015	-0.028875	0.55458	-0.071744	-0.55115	0	0.62015	-0.55115	0.06557000000000002	rest	22	19437464	19466818
CDC45	-0.31625	0.38598	-0.042733	0.76024	-0.070997	-0.43972	0	0.76024	-0.43972	0.37426000000000004	rest	22	19466984	19508135
CLDN5	-0.046571	0.65272	-0.32833	0.080172	-0.3746	-0.4498	0	0.65272	-0.4498	0.572548	rest	22	19510547	19515068
SEPT5	-1.249	1.4233	-1.0243	-1.6988	-0.61448	0.715	0	1.4233	-1.6988	0.7083	rest	22	19701987	19710845
GP1BB	-1.1398	1.0732	-0.95708	-1.7689	-0.50843	0.83373	0	1.0732	-1.7689	0.23946999999999996	rest	22	19711066	19712297
TBX1	1.0008	1.8375	1.2885	0.55116	2.726	1.6832	1	2.726	0.55116	0.8885000000000001	rest	22	19744226	19771116
GNB1L	-0.02693	0.16592	0.14229	-0.21063	0.40914	1.2546	0	1.2546	-0.21063	0.8454599999999999	rest	22	19775932	19842462
C22orf29	-1.1944	0.27701	-0.48573	-0.81614	-0.88538	0.90173	0	0.90173	-1.1944	0.62472	rest	22	19833661	19842371
TXNRD2	-1.4434	-0.020905	-0.48613	-0.36665	-0.77304	0.30303	0	0.30303	-1.4434	0.32393500000000003	rest	22	19863040	19929359
COMT	-1.2098	0.14959	-0.4891	-0.13476	-0.51251	0.16054	0	0.16054	-1.2098	0.010949999999999988	rest	22	19929263	19957498
ARVCF	1.1951	-0.084594	-0.35659	0.24967	0.67345	0.67482	0	1.1951	-0.35659	0.5202800000000001	rest	22	19954126	20004325
TANGO2	2.2023	-0.12706	0.13229	0.6666	0.55984	1.157	1	2.2023	-0.12706	1.0453000000000001	rest	22	20004554	20053449
DGCR8	2.3832	0.091592	1.0501	1.4481	-0.1708	1.5065	1	2.3832	-0.1708	0.8767	rest	22	20067755	20099400
RANBP1	2.5422	-0.23185	1.4318	1.9213	0.24234	1.3293	1	2.5422	-0.23185	0.6208999999999998	rest	22	20103461	20114880
ZDHHC8	2.6172	-0.31072	1.6911	2.0896	0.3743	1.3895	2	2.6172	-0.31072	0.5276000000000001	rest	22	20119364	20135530
TRMT2A	2.7255	-0.13417	1.8474	2.203	0.56165	1.3849	2	2.7255	-0.13417	0.5225	rest	22	20099389	20104818
LOC388849	1.5856	-0.66296	0.88292	0.95889	-0.41356	1.1051	0	1.5856	-0.66296	0.4804999999999999	rest	22	20135602	20138748
RTN4R	-0.53174	-0.349	-1.334	1.7066	0.49306	0.0084518	0	1.7066	-1.334	1.2135399999999998	rest	22	20228938	20255816
DGCR6L	-0.75953	-0.21058	0.68572	-0.7346	-0.13724	-0.52256	0	0.68572	-0.75953	0.82296	rest	22	20301761	20307628
FAM230A	0.06436	0.77488	0.24426	-0.18145	0.093302	-0.00040002	0	0.77488	-0.18145	0.53062	rest	22	20706073	20710680
LOC101927859	0.31949	1.4175	-0.004924	-0.18018	0.083266	0.44972	0	1.4175	-0.18018	0.96778	rest	22	20712118	20715518
USP41	1.1562	0.50576	0.61924	0.50739	0.78941	0.56398	0	1.1562	0.50576	0.36678999999999995	rest	22	20704868	20731544
ZNF74	1.3147	0.19937	0.60964	0.48777	0.73421	0.451	0	1.3147	0.19937	0.58049	rest	22	20748405	20762753
SCARF2	1.8915	-0.72323	0.33515	0.77194	0.24978	0.46579	0	1.8915	-0.72323	1.1195599999999999	rest	22	20778874	20792146
KLHL22	1.0959	-0.13026	-0.23399	0.35114	0.36135	-0.34861	0	1.0959	-0.34861	0.73455	rest	22	20795806	20850170
MED15	0.80406	0.81037	0.89839	0.34512	0.52278	0.91272	0	0.91272	0.34512	0.014329999999999954	rest	22	20861849	20941919
PI4KA	0.56239	-0.45129	0.52741	0.077278	-0.2105	-0.48031	0	0.56239	-0.48031	0.0349799999999999	rest	22	21061979	21213100
SERPIND1	0.47199	-0.2529	0.40518	0.041996	-0.3207	-0.44785	0	0.47199	-0.44785	0.06681000000000004	rest	22	21128383	21142008
SNAP29	0.43801	-0.48724	0.45632	-0.050048	-0.042911	-0.70646	0	0.45632	-0.70646	0.018309999999999993	rest	22	21213292	21245502
CRKL	0.51653	0.62646	0.51604	0.19589	0.09531	-0.86622	0	0.62646	-0.86622	0.10992999999999997	rest	22	21271714	21308037
AIFM3	0.25027	0.57733	0.17564	0.42492	-0.7733	-1.2656	0	0.57733	-1.2656	0.15241	rest	22	21319418	21335649
LZTR1	0.44645	-0.30562	-0.16681	0.26093	-0.73696	-1.3271	0	0.44645	-1.3271	0.18552000000000002	rest	22	21336558	21353326
P2RX6	1.2492	1.1939	-0.25688	0.40771	-0.51484	0.88536	0	1.2492	-0.51484	0.05530000000000013	rest	22	21369442	21382302
THAP7	1.2736	1.1984	-0.054632	0.38132	-0.55065	0.74973	0	1.2736	-0.55065	0.07520000000000016	rest	22	21354061	21356404
LRRC74B	2.3435	2.2905	0.88643	1.0277	0.5043	2.941	3	2.941	0.5043	0.5974999999999997	rest	22	21400249	21418457
SLC7A4	2.6001	2.5591	1.3258	1.4385	0.89304	3.2114	3	3.2114	0.89304	0.6113	rest	22	21382995	21387163
HIC2	-0.3761	-0.39333	-1.6952	-1.3453	-0.59981	-1.0409	0	-0.3761	-1.6952	0.017230000000000023	rest	22	21771693	21805752
LOC100996337	-0.3761	-0.39333	-1.6952	-1.3453	-0.59981	-1.0409	0	-0.3761	-1.6952	0.017230000000000023	rest	22	21820783	21821310
TMEM191C	-0.3761	-0.39333	-1.6952	-1.3453	-0.59981	-1.0409	0	-0.3761	-1.6952	0.017230000000000023	rest	22	21821459	21824224
UBE2L3	-0.87405	0.43194	0.25277	-0.034993	-0.28196	1.462	0	1.462	-0.87405	1.03006	rest	22	21903736	21978323
RIMBP3C	-1.2655	-0.3437	-0.44038	-0.88797	-1.4177	1.0286	0	1.0286	-1.4177	1.3723	rest	22	21899955	21905750
CCDC116	0.67378	-0.94587	0.13246	0.43846	-0.89998	1.4176	0	1.4176	-0.94587	0.7438199999999999	rest	22	21987086	21991616
SDF2L1	0.058458	-0.99416	-0.40284	0.54293	-0.56996	1.3923	0	1.3923	-0.99416	0.8493700000000001	rest	22	21996542	21998588
YDJC	0.4039	0.59559	0.19302	0.43115	0.22729	1.685	0	1.685	0.19302	1.08941	rest	22	21982378	21999017
PPIL2	0.19607	0.84421	0.11369	0.54484	0.32103	1.9453	0	1.9453	0.11369	1.1010900000000001	rest	22	22020273	22052202
YPEL1	-0.49016	0.32179	0.65484	-0.1774	0.02871	1.7566	0	1.7566	-0.49016	1.10176	rest	22	22051825	22090071
MAPK1	-0.15578	-0.36771	1.3363	-1.5712	0.3624	0.3496	0	1.3363	-1.5712	0.9739	rest	22	22113946	22221970
PPM1F	0.051497	0.64712	1.2247	-0.52021	1.2871	1.2456	0	1.2871	-0.52021	0.04149999999999987	rest	22	22273792	22307250
TOP3B	-0.59032	0.11652	0.68088	-0.42691	0.93651	1.3045	0	1.3045	-0.59032	0.36799000000000004	rest	22	22311397	22337219
IGL	0.83104	0.80193	-0.076554	0.41418	-0.21681	0.098652	0	0.83104	-0.21681	0.02910999999999997	rest	22	22380474	23265085
VPREB1	0.14788	-0.51279	-1.3006	-1.8317	-0.11061	-0.4311	0	0.14788	-1.8317	0.25849	rest	22	22599200	22599926
ZNF280B	-1.0894	-0.25969	0.80181	-0.74558	0.013204	0.17606	0	0.80181	-1.0894	0.62575	rest	22	22838767	22863505
ZNF280A	-0.5568	-0.64348	0.12143	-1.8299	0.17888	0.16411	0	0.17888	-1.8299	0.014770000000000005	rest	22	22868060	22874613
PRAME	0.13788	-0.87098	0.077811	-0.59215	0.18166	0.72493	0	0.72493	-0.87098	0.5432699999999999	rest	22	22890123	22901696
GGTLC2	-0.14235	-0.10478	-0.69112	-0.98022	-0.62711	0.3866	0	0.3866	-0.98022	0.49138	rest	22	22987059	22990368
IGLL5	1.8544	-0.52951	-0.61739	0.94476	-0.15192	1.1133	0	1.8544	-0.61739	0.7411000000000001	rest	22	23229960	23238014
GNAZ	1.8445	1.6519	2.0952	2.6574	1.7594	1.3578	2	2.6574	1.3578	0.5621999999999998	rest	22	23412669	23467224
RSPH14	1.8251	2.004	2.2078	2.856	1.5093	1.4122	3	2.856	1.4122	0.6481999999999997	rest	22	23401593	23495807
RAB36	1.4218	2.1958	2.0902	2.7169	1.7782	1.5364	3	2.7169	1.4218	0.5210999999999997	rest	22	23487513	23506531
BCR	2.068	2.9529	2.0412	2.3767	1.1486	0.565	4	2.9529	0.565	0.5762	rest	22	23522402	23660224
IGLL1	1.1694	1.2544	0.0015787	1.5035	-0.16098	1.8435	0	1.8435	-0.16098	0.33999999999999986	rest	22	23915312	23922619
DRICH1	1.3891	-0.56536	-0.30257	1.396	0.87002	0.54324	0	1.396	-0.56536	0.006899999999999906	rest	22	23950639	23974508
RGL4	1.0854	-0.18264	0.0058888	0.99248	1.1472	0.41419	0	1.1472	-0.18264	0.06180000000000008	rest	22	24033048	24041444
C22orf15	1.0931	-0.15634	0.011106	1.6695	2.19	0.84281	1	2.19	-0.15634	0.5205	rest	22	24102622	24108050
ZNF70	1.2199	0.41089	0.30191	1.7005	2.2947	0.5572	1	2.2947	0.30191	0.5942000000000003	rest	22	24083772	24093279
MMP11	1.1326	0.55882	0.35433	1.5059	2.0447	0.23429	1	2.0447	0.23429	0.5388000000000002	rest	22	24115036	24126503
VPREB3	1.1967	0.78298	0.60499	1.6254	2.2553	0.17635	1	2.2553	0.17635	0.6299000000000001	rest	22	24094930	24096630
SMARCB1	0.29318	0.12732	0.27695	0.93471	1.0064	-0.33583	0	1.0064	-0.33583	0.07168999999999992	rest	22	24129150	24176705
CHCHD10	1.1789	0.72755	0.6926	1.4931	1.7758	-0.34229	0	1.7758	-0.34229	0.28269999999999995	rest	22	24108021	24110141
SLC2A11	-1.0326	-0.14869	0.12375	0.51761	0.6697	-1.3198	0	0.6697	-1.3198	0.15208999999999995	rest	22	24199059	24227738
DERL3	-1.0018	0.2985	0.6722	1.0051	1.1717	-0.86087	0	1.1717	-1.0018	0.16659999999999986	rest	22	24176690	24181430
MIF	-0.29144	-0.056038	0.3279	-0.38024	0.7727	-2.5151	0	0.7727	-2.5151	0.44480000000000003	rest	22	24236565	24237409
LOC100652871	0.85285	-0.47882	0.15069	-0.45551	1.1609	-1.1436	0	1.1609	-1.1436	0.30805000000000005	rest	22	24278480	24284985
DDTL	0.89324	-1.2098	0.41489	0.36187	1.0574	-0.4822	0	1.0574	-1.2098	0.16415999999999986	rest	22	24308652	24314748
GSTT2	0.81229	-1.7602	0.28772	0.3057	0.80676	-0.70306	0	0.81229	-1.7602	0.005529999999999924	rest	22	24322291	24326106
GSTT2B	0.82368	-1.7861	0.49668	0.36628	1.1165	-0.54476	0	1.1165	-1.7861	0.2928200000000001	rest	22	24299601	24303416
DDT	-0.1235	-2.3199	1.2868	0.91296	1.9313	0.10478	0	1.9313	-2.3199	0.6445000000000001	rest	22	24313554	24322019
LOC391322	-0.083666	-1.7084	1.18	1.0762	1.7593	0.79041	0	1.7593	-1.7084	0.5793000000000001	rest	22	24373117	24374043
GSTT1	-0.42008	-1.38	0.55833	0.097592	0.87793	-0.074712	0	0.87793	-1.38	0.3196	rest	22	24376135	24384284
CABIN1	1.4663	0.049455	0.29526	-0.14925	-0.58262	0.55085	0	1.4663	-0.58262	0.91545	rest	22	24407642	24574596
SUSD2	1.7693	-0.35308	0.62363	0.15867	-0.48628	0.57831	0	1.7693	-0.48628	1.14567	rest	22	24577444	24585074
GGT5	-0.28999	0.78699	-0.4527	-1.092	0.49791	-0.28672	0	0.78699	-1.092	0.28907999999999995	rest	22	24615622	24641317
SPECC1L	1.1065	-0.082975	-0.26963	-0.69396	0.29574	0.32301	0	1.1065	-0.69396	0.78349	rest	22	24666785	24813708
ADORA2A	1.3137	0.064508	0.1457	-0.33919	0.63269	0.53222	0	1.3137	-0.33919	0.6810100000000001	rest	22	24819565	24838328
UPB1	0.88921	-0.44056	-0.22412	-0.62892	1.5323	0.21867	0	1.5323	-0.62892	0.64309	rest	22	24863344	24922553
SNRPD3	1.1378	-1.1099	-0.73138	-0.56785	0.76578	1.0327	0	1.1378	-1.1099	0.10509999999999997	rest	22	24951618	24970932
GUCD1	1.3164	-0.53759	0.31492	0.064585	1.1718	1.4202	0	1.4202	-0.53759	0.10379999999999989	rest	22	24936406	24951901
GGT1	3.0084	1.0311	2.7029	2.4115	1.6706	3.0716	4	3.0716	1.0311	0.06320000000000014	rest	22	24979629	25024972
LRRC75B	3.0367	1.576	2.9746	2.6334	1.7084	3.0911	4	3.0911	1.576	0.05439999999999978	rest	22	24981588	24989073
PIWIL3	1.4214	-1.5774	1.5407	0.46345	-0.15491	1.0193	0	1.5407	-1.5774	0.11929999999999996	rest	22	25115001	25170687
SGSM1	0.55432	-2.0486	0.72776	-0.11102	-0.80022	1.2846	0	1.2846	-2.0486	0.55684	rest	22	25202136	25322813
KIAA1671	-0.72124	-0.093872	0.98877	0.025411	1.0632	-0.33139	0	1.0632	-0.72124	0.07442999999999989	rest	22	25348676	25593415
TMEM211	0.83717	-1.5153	0.55995	-0.18561	-0.73396	-0.21915	0	0.83717	-1.5153	0.27722	rest	22	25331208	25335314
CRYBB3	-1.3486	0.31273	-0.20337	-0.7129	-0.038126	0.35249	0	0.35249	-1.3486	0.03976000000000002	rest	22	25595817	25603326
CRYBB2	-0.91235	-0.25789	-1.0266	-1.3277	-0.89182	-0.69267	0	-0.25789	-1.3277	0.43478	rest	22	25615612	25627836
LOC100652901	0.07074	1.4211	1.0676	0.67553	0.23625	-0.21645	0	1.4211	-0.21645	0.3534999999999999	rest	22	25739549	25741017
LRP5L	-0.92445	0.95053	0.69761	0.10614	-0.27105	-0.5799	0	0.95053	-0.92445	0.25292000000000003	rest	22	25747218	25801337
ADRBK2	1.2619	0.23945	0.35009	0.89169	0.26408	-0.39418	0	1.2619	-0.39418	0.37021000000000004	rest	22	25960861	26125259
MYO18B	-0.17761	0.3783	0.20191	0.80055	-1.4341	0.6137	0	0.80055	-1.4341	0.18684999999999996	rest	22	26138117	26453345
